23,0000,0000
28,0000,0000
34,0000,0000
35,0000,0000
37,0000,0000
50,0000,0000
54,0000,0000
78,0000,0000
117,0000,0000
121,0000,0000
128,0000,0000
136,0000,0000
148,0000,0000
149,0000,0000
159,0000,0000
164,0000,0000
167,0000,0000
168,0000,0000
169,0000,0000
170,0000,0000
171,0000,0000
172,0000,0000
173,0000,0000
174,0000,0000
175,0000,0000
176,0000,0000
177,0000,0000
178,0000,0000
179,0000,0000
180,0000,0000
181,0000,0000
182,0000,0000
183,0000,0000
184,0000,0000
185,0000,0000
186,0000,0000
187,0000,0000
188,0000,0000
189,0000,0000
190,0000,0000
191,0000,0000
192,0000,0000
193,0000,0000
194,0000,0000
195,0000,0000
196,0000,0000
197,0000,0000
198,0000,0000
199,0000,0000
200,0000,0000
201,0000,0000
202,0000,0000
203,0000,0000
204,0000,0000
205,0000,0000
206,0000,0000
207,0000,0000
208,0000,0000
209,0000,0000
210,0000,0000
211,0000,0000
212,0000,0000
213,0000,0000
214,0000,0000
215,0000,0000
216,0000,0000
217,0000,0000
218,0000,0000
219,0000,0000
220,0000,0000
221,0000,0000
222,0000,0000
223,0000,0000
224,0000,0000
225,0000,0000
226,0000,0000
227,0000,0000
228,0000,0000
229,0000,0000
230,0000,0000
231,0000,0000
232,0000,0000
233,0000,0000
234,0000,0000
235,0000,0000
236,0000,0000
237,0000,0000
238,0000,0000
239,0000,0000
240,0000,0000
241,0000,0000
242,0000,0000
243,0000,0000
244,0000,0000
245,0000,0000
246,0000,0000
247,0000,0000
248,0000,0000
249,0000,0000
250,0000,0000
251,0000,0000
252,0000,0000
253,0000,0000
254,0000,0000
255,0000,0000
256,0000,0000
257,0000,0000
258,0000,0000
259,0000,0000
260,0000,0000
261,0000,0000
262,0000,0000
263,0000,0000
264,0000,0000
265,0000,0000
266,0000,0000
267,0000,0000
268,0000,0000
269,0000,0000
270,0000,0000
271,0000,0000
272,0000,0000
273,0000,0000
274,0000,0000
275,0000,0000
276,0000,0000
277,0000,0000
278,0000,0000
279,0000,0000
280,0000,0000
281,0000,0000
282,0000,0000
283,0000,0000
284,0000,0000
285,0000,0000
286,0000,0000
287,0000,0000
288,0000,0000
289,0000,0000
290,0000,0000
291,0000,0000
292,0000,0000
293,0000,0000
294,0000,0000
295,0000,0000
296,0000,0000
297,0000,0000
298,0000,0000
299,0000,0000
300,0000,0000
301,0000,0000
302,0000,0000
303,0000,0000
304,0000,0000
305,0000,0000
306,0000,0000
307,0000,0000
308,0000,0000
309,0000,0000
310,0000,0000
311,0000,0000
312,0000,0000
313,0000,0000
314,0000,0000
315,0000,0000
316,0000,0000
317,0000,0000
318,0000,0000
319,0000,0000
320,0000,0000
321,0000,0000
322,0000,0000
323,0000,0000
324,0000,0000
325,0000,0000
326,0000,0000
327,0000,0000
328,0000,0000
329,0000,0000
330,0000,0000
331,0000,0000
332,0000,0000
345,0000,0000
364,0000,0000
365,0000,0000
368,0000,0000
380,0000,0000
391,0000,0000
404,0000,0000
412,0000,0000
418,0000,0000
423,0000,0000
431,0000,0000
459,0000,0000
478,0000,0000
480,0000,0000
488,0000,0000
493,0000,0000
498,0000,0000
24,0001,0111
31,0001,0111
49,0001,0111
57,0001,0111
63,0001,0111
71,0001,0111
85,0001,0111
87,0001,0111
96,0001,0111
100,0001,0111
127,0001,0111
132,0001,0111
344,0001,0111
347,0001,0111
377,0001,0111
405,0001,0111
411,0001,0111
446,0001,0111
447,0001,0111
472,0001,0111
476,0001,0111
1,0010,1110
12,0010,1110
22,0010,1110
33,0010,1110
39,0010,1110
47,0010,1110
55,0010,1110
70,0010,1110
77,0010,1110
82,0010,1110
88,0010,1110
91,0010,1110
116,0010,1110
131,0010,1110
152,0010,1110
153,0010,1110
154,0010,1110
161,0010,1110
162,0010,1110
338,0010,1110
386,0010,1110
388,0010,1110
390,0010,1110
394,0010,1110
414,0010,1110
434,0010,1110
435,0010,1110
456,0010,1110
460,0010,1110
464,0010,1110
470,0010,1110
473,0010,1110
491,0010,1110
2,0011,0001
14,0011,0001
16,0011,0001
21,0011,0001
30,0011,0001
41,0011,0001
45,0011,0001
46,0011,0001
76,0011,0001
81,0011,0001
86,0011,0001
101,0011,0001
105,0011,0001
108,0011,0001
135,0011,0001
137,0011,0001
138,0011,0001
158,0011,0001
341,0011,0001
348,0011,0001
361,0011,0001
379,0011,0001
381,0011,0001
384,0011,0001
387,0011,0001
425,0011,0001
449,0011,0001
451,0011,0001
487,0011,0001
497,0011,0001
10,0100,0110
15,0100,0110
17,0100,0110
36,0100,0110
58,0100,0110
