156,1100,0001
159,1100,0001
166,1100,0001
193,1100,0001
194,1100,0001
201,1100,0001
215,1100,0001
224,1100,0001
229,1100,0001
233,1100,0001
241,1100,0001
263,1100,0001
273,1100,0001
281,1100,0001
291,1100,0001
305,1100,0001
315,1100,0001
316,1100,0001
323,1100,0001
324,1100,0001
331,1100,0001
332,1100,0001
333,1100,0001
341,1100,0001
353,1100,0001
357,1100,0001
359,1100,0001
363,1100,0001
375,1100,0001
389,1100,0001
395,1100,0001
399,1100,0001
415,1100,0001
419,1100,0001
449,1100,0001
455,1100,0001
459,1100,0001
461,1100,0001
469,1100,0001
475,1100,0001
183,1101,1110
220,1101,1110
228,1101,1110
293,1101,1110
294,1101,1110
342,1101,1110
346,1101,1110
348,1101,1110
350,1101,1110
354,1101,1110
358,1101,1110
362,1101,1110
368,1101,1110
376,1101,1110
384,1101,1110
392,1101,1110
394,1101,1110
396,1101,1110
398,1101,1110
400,1101,1110
402,1101,1110
416,1101,1110
436,1101,1110
456,1101,1110
4,1110,0110
8,1110,0110
10,1110,0110
12,1110,0110
34,1110,0110
36,1110,0110
38,1110,0110
40,1110,0110
56,1110,0110
58,1110,0110
70,1110,0110
78,1110,0110
84,1110,0110
96,1110,0110
98,1110,0110
100,1110,0110
110,1110,0110
116,1110,0110
130,1110,0110
138,1110,0110
140,1110,0110
150,1110,0110
258,1110,0110
308,1110,0110
318,1110,0110
326,1110,0110
16,1111,1111
18,1111,1111
20,1111,1111
24,1111,1111
54,1111,1111
60,1111,1111
64,1111,1111
66,1111,1111
68,1111,1111
76,1111,1111
94,1111,1111
102,1111,1111
104,1111,1111
120,1111,1111
132,1111,1111
142,1111,1111
148,1111,1111
160,1111,1111
162,1111,1111
240,1111,1111
242,1111,1111
254,1111,1111
286,1111,1111
314,1111,1111
336,1111,1111
338,1111,1111
340,1111,1111
344,1111,1111
364,1111,1111
370,1111,1111
378,1111,1111
380,1111,1111
404,1111,1111
406,1111,1111
410,1111,1111
414,1111,1111
418,1111,1111
422,1111,1111
428,1111,1111
430,1111,1111
434,1111,1111
444,1111,1111
