1,0000,0000
3,0000,0000
5,0000,0000
7,0000,0000
13,0000,0000
15,0000,0000
17,0000,0000
19,0000,0000
21,0000,0000
23,0000,0000
27,0000,0000
31,0000,0000
35,0000,0000
37,0000,0000
39,0000,0000
41,0000,0000
43,0000,0000
45,0000,0000
47,0000,0000
49,0000,0000
51,0000,0000
53,0000,0000
57,0000,0000
59,0000,0000
63,0000,0000
65,0000,0000
67,0000,0000
69,0000,0000
73,0000,0000
75,0000,0000
77,0000,0000
81,0000,0000
83,0000,0000
89,0000,0000
91,0000,0000
97,0000,0000
105,0000,0000
109,0000,0000
111,0000,0000
113,0000,0000
115,0000,0000
117,0000,0000
121,0000,0000
123,0000,0000
125,0000,0000
127,0000,0000
131,0000,0000
135,0000,0000
137,0000,0000
139,0000,0000
141,0000,0000
143,0000,0000
147,0000,0000
161,0000,0000
167,0000,0000
169,0000,0000
179,0000,0000
185,0000,0000
206,0000,0000
212,0000,0000
216,0000,0000
217,0000,0000
222,0000,0000
234,0000,0000
237,0000,0000
243,0000,0000
259,0000,0000
269,0000,0000
276,0000,0000
313,0000,0000
317,0000,0000
343,0000,0000
351,0000,0000
407,0000,0000
413,0000,0000
437,0000,0000
441,0000,0000
457,0000,0000
473,0000,0000
483,0000,0000
485,0000,0000
487,0000,0000
489,0000,0000
493,0000,0000
495,0000,0000
497,0000,0000
9,0001,0111
11,0001,0111
25,0001,0111
61,0001,0111
85,0001,0111
87,0001,0111
99,0001,0111
101,0001,0111
129,0001,0111
133,0001,0111
145,0001,0111
149,0001,0111
197,0001,0111
199,0001,0111
200,0001,0111
202,0001,0111
238,0001,0111
244,0001,0111
249,0001,0111
278,0001,0111
282,0001,0111
296,0001,0111
126,0010,1110
173,0010,1110
187,0010,1110
203,0010,1110
205,0010,1110
207,0010,1110
213,0010,1110
219,0010,1110
230,0010,1110
279,0010,1110
280,0010,1110
283,0010,1110
285,0010,1110
287,0010,1110
302,0010,1110
304,0010,1110
347,0010,1110
367,0010,1110
377,0010,1110
397,0010,1110
435,0010,1110
451,0010,1110
453,0010,1110
491,0010,1110
186,0011,0001
198,0011,0001
208,0011,0001
218,0011,0001
226,0011,0001
290,0011,0001
298,0011,0001
325,0011,0001
29,0100,0110
33,0100,0110
55,0100,0110
71,0100,0110
79,0100,0110
93,0100,0110
95,0100,0110
119,0100,0110
157,0100,0110
163,0100,0110
170,0100,0110
175,0100,0110
181,0100,0110
211,0100,0110
221,0100,0110
231,0100,0110
232,0100,0110
247,0100,0110
251,0100,0110
252,0100,0110
253,0100,0110
255,0100,0110
275,0100,0110
277,0100,0110
288,0100,0110
292,0100,0110
295,0100,0110
299,0100,0110
303,0100,0110
309,0100,0110
311,0100,0110
321,0100,0110
329,0100,0110
335,0100,0110
337,0100,0110
349,0100,0110
355,0100,0110
361,0100,0110
365,0100,0110
369,0100,0110
373,0100,0110
387,0100,0110
401,0100,0110
403,0100,0110
409,0100,0110
423,0100,0110
427,0100,0110
429,0100,0110
447,0100,0110
465,0100,0110
467,0100,0110
481,0100,0110
103,0101,1101
107,0101,1101
165,0101,1101
176,0101,1101
180,0101,1101
188,0101,1101
210,0101,1101
223,0101,1101
297,0101,1101
312,0101,1101
320,0101,1101
322,0101,1101
334,0101,1101
356,0101,1101
360,0101,1101
372,0101,1101
374,0101,1101
382,0101,1101
386,0101,1101
390,0101,1101
432,0101,1101
446,0101,1101
448,0101,1101
452,0101,1101
454,0101,1101
460,0101,1101
462,0101,1101
466,0101,1101
470,0101,1101
474,0101,1101
486,0101,1101
490,0101,1101
492,0101,1101
494,0101,1101
146,0110,1111
168,0110,1111
178,0110,1111
189,0110,1111
214,0110,1111
268,0110,1111
270,0110,1111
284,0110,1111
306,0110,1111
328,0110,1111
136,0111,1100
196,0111,1100
246,0111,1100
248,0111,1100
250,0111,1100
310,0111,1100
330,0111,1100
352,0111,1100
366,0111,1100
388,0111,1100
408,0111,1100
412,0111,1100
420,0111,1100
424,0111,1100
426,0111,1100
438,0111,1100
440,0111,1100
442,0111,1100
450,0111,1100
458,0111,1100
464,0111,1100
468,0111,1100
472,0111,1100
476,0111,1100
478,0111,1100
480,0111,1100
482,0111,1100
484,0111,1100
488,0111,1100
496,0111,1100
498,0111,1100
171,1000,1101
174,1000,1101
177,1000,1101
190,1000,1101
191,1000,1101
195,1000,1101
204,1000,1101
209,1000,1101
225,1000,1101
227,1000,1101
235,1000,1101
236,1000,1101
239,1000,1101
245,1000,1101
257,1000,1101
260,1000,1101
261,1000,1101
265,1000,1101
271,1000,1101
289,1000,1101
300,1000,1101
301,1000,1101
307,1000,1101
319,1000,1101
327,1000,1101
339,1000,1101
345,1000,1101
371,1000,1101
379,1000,1101
381,1000,1101
383,1000,1101
385,1000,1101
391,1000,1101
393,1000,1101
405,1000,1101
411,1000,1101
417,1000,1101
421,1000,1101
425,1000,1101
431,1000,1101
433,1000,1101
439,1000,1101
443,1000,1101
445,1000,1101
463,1000,1101
471,1000,1101
477,1000,1101
479,1000,1101
164,1001,0000
182,1001,0000
184,1001,0000
192,1001,0000
256,1001,0000
267,1001,0000
2,1010,0111
22,1010,0111
26,1010,0111
28,1010,0111
30,1010,0111
32,1010,0111
48,1010,0111
62,1010,0111
72,1010,0111
74,1010,0111
82,1010,0111
92,1010,0111
106,1010,0111
108,1010,0111
124,1010,0111
128,1010,0111
134,1010,0111
158,1010,0111
262,1010,0111
266,1010,0111
272,1010,0111
274,1010,0111
6,1011,1100
14,1011,1100
42,1011,1100
44,1011,1100
46,1011,1100
50,1011,1100
52,1011,1100
80,1011,1100
86,1011,1100
88,1011,1100
90,1011,1100
112,1011,1100
114,1011,1100
118,1011,1100
122,1011,1100
144,1011,1100
152,1011,1100
172,1011,1100
264,1011,1100
151,1100,0001
153,1100,0001
154,1100,0001
155,1100,0001
